target,text,num_characters,num_words,num_sentences,transformed_text
0,hiya sorri hav signal seen heard neither unusu put case get sort hug snog,169,43,4,hiya sorri hav signal seen heard neither unusu put case get sort hug snog
0,omw back tampa west palm hear happen,57,13,1,omw back tampa west palm hear happen
0,yup alreadi thanx 4 print n hand,56,13,1,yup alreadi thanx 4 print n hand
1,freemsg fanci flirt repli date join uk fastest grow mobil date servic msg rcvd 25p optout txt stop repli date,156,34,4,freemsg fanci flirt repli date join uk fastest grow mobil date servic msg rcvd 25p optout txt stop repli date
0,mean come chase state watch mani movi want,113,27,1,mean come chase state watch mani movi want
0,took tablet reaction morn,50,11,2,took tablet reaction morn
1,great new offer doubl min doubl txt best orang tariff get latest camera phone 4 free call mobileupd8 free 08000839402 2stoptxt cs,160,33,3,great new offer doubl min doubl txt best orang tariff get latest camera phone 4 free call mobileupd8 free 08000839402 2stoptxt cs
0,nah perpetu dd,23,7,1,nah perpetu dd
0,sorri de went shop,24,7,1,sorri de went shop
1,hope enjoy new content text stop 61610 unsubscrib provid,118,18,3,hope enjoy new content text stop 61610 unsubscrib provid
0,wen ur lovabl bcum angri wid u dnt take serious coz angri childish n true way show deep affect care n luv kettoda manda nice day da,179,41,2,wen ur lovabl bcum angri wid u dnt take seriou coz angri childish n true way show deep affect care n luv kettoda manda nice day da
0,hey still want go yogasana coz end cine go bath hav steam bath,101,24,2,hey still want go yogasana coz end cine go bath hav steam bath
0,nope drivin neva develop da photo lei,54,13,2,nope drivin neva develop da photo lei
0,think go reg pract lesson flung advanc haha wat time u go,96,22,1,think go reg pract lesson flung advanc haha wat time u go
0,cool lt gt inch long hope like big,59,20,3,cool lt gt inch long hope like big
0,murder coz man murder lt gt th januari public holiday close includ post offic understand,166,35,1,murder coz man murder lt gt th januari public holiday close includ post offic understand
0,oki thanx,14,4,1,oki thanx
1,18 day euro2004 kickoff u kept inform latest news result daili unsubscrib send get euro stop 83222,135,28,3,18 day euro2004 kickoff u kept inform latest news result daili unsubscrib send get euro stop 83222
0,go n buy juz buy get lar,46,13,2,go n buy juz buy get lar
0,ok lor,9,3,1,ok lor
0,work technic support voic process,46,10,1,work technic support voic process
0,justbeen overa week sinc broke alreadi brain go mush,84,18,1,justbeen overa week sinc broke alreadi brain go mush
0,tund wish great day abiola,71,18,3,tund wish great day abiola
0,nope c,20,6,1,nope c
0,medic mission nigeria,44,10,2,medic mission nigeria
0,movi laptop,46,11,1,movi laptop
0,whatsup dont u want sleep,35,8,2,whatsup dont u want sleep
1,urgent pleas call 09066612661 landlin cash luxuri 4 canari island holiday await collect cs sae award 20m12aq 150ppm,154,32,6,urgent plea call 09066612661 landlin cash luxuri 4 canari island holiday await collect cs sae award 20m12aq 150ppm
1,urgent pleas call 09066612661 landlin complimentari 4 lux costa del sol holiday cash await collect ppm 150 sae cs jame 28 eh74rr,166,34,3,urgent plea call 09066612661 landlin complimentari 4 lux costa del sol holiday cash await collect ppm 150 sae cs jame 28 eh74rr
0,havent lei next mon,28,8,1,havent lei next mon
0,mm feel sleepi today shall get dear,53,11,2,mm feel sleepi today shall get dear
0,dare stupid wont tell anyth hear wont talk,82,22,3,dare stupid wont tell anyth hear wont talk
0,noe ben go,26,8,1,noe ben go
0,mag meet avo point,48,12,1,mag meet avo point
0,meant middl left right,29,7,1,meant middl left right
0,realli crash cuddl sofa,41,10,2,realli crash cuddl sofa
0,hi chachi tri call u unabl reach u pl give miss cal u c tiz msg kanagu,99,23,1,hi chachi tri call u unabl reach u pl give miss cal u c tiz msg kanagu
0,sent price mean lt gt g,55,19,1,sent price mean lt gt g
0,much buzi,22,5,1,much buzi
0,noth,15,4,2,noth
1,know u u know send chat 86688 let find rcvd ldn 18 year,158,36,5,know u u know send chat 86688 let find rcvd ldn 18 year
0,work ring u thing whole hous scream brat pull hair love u,119,26,2,work ring u thing whole hou scream brat pull hair love u
0,famili respond anyth room went home diwali one call come make feel like die,154,35,3,famili respond anyth room went home diwali one call come make feel like die
0,tick tick tick babe,25,7,1,tick tick tick babe
0,r go 4 today meet,29,8,1,r go 4 today meet
0,k da mani page want,29,10,1,k da mani page want
0,ya roast,28,6,1,ya roast
0,send number give repli tomorrow morn said like ok,89,18,1,send number give repli tomorrow morn said like ok
0,said problem let know,56,16,4,said problem let know
0,ok tell half hr b4 u come need 2 prepar,53,15,1,ok tell half hr b4 u come need 2 prepar
0,play w comput aiyah tok 2 u lor,37,11,2,play w comput aiyah tok 2 u lor
0,sat right okay thank,26,6,2,sat right okay thank
0,derp wors dude alway want parti dude file complaint three drug abus live,129,28,2,derp wor dude alway want parti dude file complaint three drug abu live
0,ok chines food way get fat pay lipo,69,18,2,ok chine food way get fat pay lipo
0,r outsid alreadi,21,5,1,r outsid alreadi
0,good trip watch rememb get back must decid easter,89,20,3,good trip watch rememb get back must decid easter
0,yo watch movi netflix,37,8,1,yo watch movi netflix
0,time prob 3,39,10,2,time prob 3
0,meh thgt clash realli ah dun mind dun seen lost weight gee,102,26,3,meh thgt clash realli ah dun mind dun seen lost weight gee
0,dont thnk wrong call us,42,9,1,dont thnk wrong call us
0,sure night menu know noon menu,63,16,4,sure night menu know noon menu
0,arr birthday today wish get oscar,50,13,1,arr birthday today wish get oscar
0,say god love amp need clean heart ten special peopl amp u c miracl tomorrow pl pl,163,44,2,say god love amp need clean heart ten special peopl amp u c miracl tomorrow pl pl
0,open rebtel firefox load put plu sign user name place show two number lower number number pick number pin display okay,200,44,4,open rebtel firefox load put plu sign user name place show two number lower number number pick number pin display okay
0,pick variou point,41,7,1,pick variou point
1,marri local women look discreet action 5 real match instantli phone text match 69969 msg cost 150p 2 stop txt stop bcmsfwc1n3xx,155,29,3,marri local women look discreet action 5 real match instantli phone text match 69969 msg cost 150p 2 stop txt stop bcmsfwc1n3xx
0,wow v v impress fun shop,38,9,2,wow v v impress fun shop
0,way ur home,26,8,1,way ur home
1,burger king wan na play footi top stadium get 2 burger king 1st sept go larg super walk winner,141,31,2,burger king wan na play footi top stadium get 2 burger king 1st sept go larg super walk winner
0,problem talk later,29,7,2,problem talk later
0,ur si,16,5,1,ur si
0,still custom place,23,4,1,still custom place
1,come take littl time child afraid dark becom teenag want stay night,124,28,1,come take littl time child afraid dark becom teenag want stay night
0,dude u knw also telugu tht gud k gud nyt,46,14,1,dude u knw also telugu tht gud k gud nyt
0,confirm eat esplanad,31,6,1,confirm eat esplanad
0,send id password,28,6,1,send id password
0,kind took garag centr part exhaust need replac part order n take fix tomo morn,118,26,4,kind took garag centr part exhaust need replac part order n take fix tomo morn
1,ur chanc win cash everi wk txt action c custcar 08712405022,124,27,2,ur chanc win cash everi wk txt action c custcar 08712405022
0,well might come,29,7,1,well might come
0,long quit get like 5 minut day,63,18,2,long quit get like 5 minut day
0,like call mittelschmertz googl dont paracetamol dont worri go,106,21,3,like call mittelschmertz googl dont paracetamol dont worri go
0,well right gon na get check today steam text want come get,121,29,1,well right gon na get check today steam text want come get
0,arriv see coupl day lt 3,44,13,1,arriv see coupl day lt 3
0,k wat tht incid,22,7,1,k wat tht incid
0,yeah get unlimit,22,4,1,yeah get unlimit
0,cthen thk shd b enuff still got conclus n content pg n refer b da content pg n cover pg,116,27,3,cthen thk shd b enuff still got conclu n content pg n refer b da content pg n cover pg
0,forgot take 3 year shower sorri phone dead yet,78,18,2,forgot take 3 year shower sorri phone dead yet
0,ìï got wat buy tell us need come,59,16,1,ìï got wat buy tell us need come
0,big god bring success,43,11,1,big god bring success
1,bin award play 4 instant cash call 08715203028 claim everi 9th player win min optout 08718727870,131,24,4,bin award play 4 instant cash call 08715203028 claim everi 9th player win min optout 08718727870
0,r stayin extra week back next rugbi weekend hi c u soon ham,124,34,2,r stayin extra week back next rugbi weekend hi c u soon ham
0,campu librari,45,11,2,campu librari
0,affidavit say lt gt e twigg st divis g courtroom lt gt lt time gt doubl check text tomorrow,142,44,2,affidavit say lt gt e twigg st divi g courtroom lt gt lt time gt doubl check text tomorrow
0,creep,32,11,2,creep
0,tell friend plan valentin day lt url gt,69,19,1,tell friend plan valentin day lt url gt
0,get ten billion call text help god,79,17,1,get ten billion call text help god
0,puriti friendship two smile read forward messag smile see name gud evng musthu,149,27,2,puriti friendship two smile read forward messag smile see name gud evng musthu
0,told return order,63,17,2,told return order
0,murder coz man murder lt gt th januari public holiday close includ post offic,155,33,1,murder coz man murder lt gt th januari public holiday close includ post offic
0,depend u go lor,29,7,1,depend u go lor
0,smile right go world wonder smile think crazi keep away grin,145,32,1,smile right go world wonder smile think crazi keep away grin
1,freemsg fav xma tone repli real,33,8,1,freemsg fav xma tone repli real
0,lil fever fine,22,8,1,lil fever fine
0,think still car,32,9,1,think still car
0,,10,4,1,
1,decemb mobil entitl updat latest colour camera mobil free call mobil updat co free 08002986906,158,30,4,decemb mobil entitl updat latest colour camera mobil free call mobil updat co free 08002986906
0,ye princess want catch big strong hand,61,14,2,ye princess want catch big strong hand
0,oh yeah forgot u take 2 shop,57,15,2,oh yeah forgot u take 2 shop
0,mm ask call radio,36,9,1,mm ask call radio
0,thinkin someon good drug,52,11,2,thinkin someon good drug
0,say god love amp need clean heart ten special peopl amp u c miracl tomorrow pl pl,163,44,2,say god love amp need clean heart ten special peopl amp u c miracl tomorrow pl pl
0,enjoy shower possess pour u ur love one bcoz world lie golden gift love truli,133,30,1,enjoy shower possess pour u ur love one bcoz world lie golden gift love truli
0,alright sure let know leav,55,13,1,alright sure let know leav
0,last much 2 hour might get lucki,57,14,2,last much 2 hour might get lucki
0,geniu brother pl send number skype,68,17,3,geniu brother pl send number skype
1,gr8 poli tone 4 mob direct 2u rpli poli titl 8007 eg poli breathe1 titl crazyin sleepingwith finest ymca pobox365o4w45wq 300p,160,30,1,gr8 poli tone 4 mob direct 2u rpli poli titl 8007 eg poli breathe1 titl crazyin sleepingwith finest ymca pobox365o4w45wq 300p
0,thk em find wtc far weiyi goin e rest dunno yet r ur goin 4 dinner den might b abl join,123,32,1,thk em find wtc far weiyi goin e rest dunno yet r ur goin 4 dinner den might b abl join
0,forget own privat properti good boy alway passion kiss,111,25,1,forget privat properti good boy alway passion kiss
1,interflora åòit late order interflora flower christma call 0800 505060 place order midnight tomorrow,137,24,1,interflora åòit late order interflora flower christma call 0800 505060 place order midnight tomorrow
0,oh god taken teeth pain,37,10,1,oh god taken teeth pain
1,romcapspam everyon around respond well presenc sinc warm outgo bring real breath sunshin,152,28,2,romcapspam everyon around respond well presenc sinc warm outgo bring real breath sunshin
0,u ask darren go n pick u lor oso sian tmr haf 2 meet lect,74,20,2,u ask darren go n pick u lor oso sian tmr haf 2 meet lect
0,need buy lunch eat maggi mee,47,13,2,need buy lunch eat maggi mee
1,congratul thank good friend u xma prize 2 claim easi call 08712103738 10p per minut,158,31,4,congratul thank good friend u xma prize 2 claim easi call 08712103738 10p per minut
0,ok lor,9,3,1,ok lor
0,oh right make sure load work day got realli nasti cough today dri n shot realli help,149,37,3,oh right make sure load work day got realli nasti cough today dri n shot realli help
0,knew time murder exactli,44,8,1,knew time murder exactli
1,send logo 2 ur lover 2 name join heart txt love name1 name2 mobno eg love adam eve 07123456789 87077 yahoo pobox36504w45wq txtno 4 ad 150p,160,35,3,send logo 2 ur lover 2 name join heart txt love name1 name2 mobno eg love adam eve 07123456789 87077 yahoo pobox36504w45wq txtno 4 ad 150p
0,howz person stori,23,4,1,howz person stori
0,thanx 4 send home,26,6,1,thanx 4 send home
0,normal hot mail com see,35,9,2,normal hot mail com see
1,tkt euro2004 cup final cash collect call 09058099801 b4190604 pobox 7876150ppm,111,21,1,tkt euro2004 cup final cash collect call 09058099801 b4190604 pobox 7876150ppm
0,u sick still go shop,29,7,1,u sick still go shop
0,ya well bbd pooja full pimpl even becom quit black ur rite cold wear sweatter,131,31,1,ya well bbd pooja full pimpl even becom quit black ur rite cold wear sweatter
0,work,28,5,1,work
0,1 reach home call,23,7,1,1 reach home call
0,tri find chines food place around,52,10,1,tri find chine food place around
0,easi mate guess quick drink bit ambiti,53,12,1,easi mate guess quick drink bit ambiti
0,babe miiiiiiissssssssss need crave geeee sad without babe love,131,38,10,babe miiiiiiissssssssss need crave geeee sad without babe love
0,ok thanx,11,3,1,ok thanx
0,aathi dear,27,7,1,aathi dear
0,tunji queen wish great day abiola,88,23,4,tunji queen wish great day abiola
0,today iz yellow rose day u love frndship give 1 misscal amp send ur frndz amp see mani miss call u get u get 6miss u marri ur lover,166,43,3,today iz yellow rose day u love frndship give 1 misscal amp send ur frndz amp see mani miss call u get u get 6miss u marri ur lover
0,class hour sorri,42,11,2,class hour sorri
0,wat time u finish ur lect today,32,8,1,wat time u finish ur lect today
1,jamster get crazi frog sound poli text mad1 real text mad2 88888 6 crazi sound 3 c appli,157,38,5,jamster get crazi frog sound poli text mad1 real text mad2 88888 6 crazi sound 3 c appli
0,sad stori man last week wife wish parent forgot n kid went work even colleagu wish enter cabin pa said happi boss felt special askd 4 lunch lunch invit apart went said u mind go bedroom minut ok sed sexi mood came 5 minut latr wid cake n wife parent kidz friend n colleagu scream surpris wait sofa nake,588,154,18,sad stori man last week wife wish parent forgot n kid went work even colleagu wish enter cabin pa said happi boss felt special askd 4 lunch lunch invit apart went said u mind go bedroom minut ok sed sexi mood came 5 minut latr wid cake n wife parent kidz friend n colleagu scream surpri wait sofa nake
1,chanc realiti fantasi show call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 nation rate call,151,33,1,chanc realiti fantasi show call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 nation rate call
0,fine good hear dear happi new year oh,74,21,4,fine good hear dear happi new year oh
0,go wipro interview today,39,8,1,go wipro interview today
0,tall princess,26,6,1,tall princess
0,doubt could handl 5 time per night case,57,13,1,doubt could handl 5 time per night case
0,haha hope hear receipt sound gd luck,54,13,1,haha hope hear receipt sound gd luck
0,gon na death gon na leav note say rob fault aveng,94,26,3,gon na death gon na leav note say rob fault aveng
0,japanes proverb one u none u must indian version one let none leav final kerala version one stop none make strike,276,77,4,japan proverb one u none u must indian version one let none leav final kerala version one stop none make strike
0,today workin free oso gee thgt u workin ur fren shop,82,21,1,today workin free oso gee thgt u workin ur fren shop
0,life face choic toss coin becoz settl question coin air u know heart hope gudni8,160,34,2,life face choic toss coin becoz settl question coin air u know heart hope gudni8
0,know god creat gap finger one made come amp fill gap hold hand love,151,36,2,know god creat gap finger one made come amp fill gap hold hand love
0,want kiss feel next,60,16,1,want kiss feel next
0,happi say,51,12,1,happi say
1,adult 18 content video shortli,52,10,1,adult 18 content video shortli
0,ok would b love u r sure think wot u want drinkin dancin eatin cinema u wot,138,40,3,ok would b love u r sure think wot u want drinkin dancin eatin cinema u wot
0,say explicitli told nora know someon probabl gon na bother,104,23,1,say explicitli told nora know someon probabl gon na bother
0,say hi get ass back south tampa prefer kegger,75,18,1,say hi get ass back south tampa prefer kegger
0,smith wast wan na gayl,29,7,1,smith wast wan na gayl
0,mum sent mani mani messag sinc got want know actual get enjoy rest day,142,34,3,mum sent mani mani messag sinc got want know actual get enjoy rest day
0,aight tomorrow around lt gt,40,13,1,aight tomorrow around lt gt
0,murder coz man murder lt gt th januari public holiday close includ post offic understand,166,35,1,murder coz man murder lt gt th januari public holiday close includ post offic understand
1,chanc realiti fantasi show call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 nation rate call,152,34,1,chanc realiti fantasi show call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 nation rate call
0,actual first time went bed long spoke woke night,130,34,4,actual first time went bed long spoke woke night
0,see,15,4,1,see
0,dont understand messag,31,6,1,dont understand messag
0,crucifi c told earlier,52,12,1,crucifi c told earlier
0,idk keep say sinc move keep but head freedom respons tire much shit deal bare keep togeth get ad,234,52,4,idk keep say sinc move keep head freedom respon tire much shit deal bare keep togeth get ad
0,fuck cedar key fuck come anyway tho,50,12,1,fuck cedar key fuck come anyway tho
0,twenti past five said train durham alreadi coz reserv seat,103,22,1,twenti past five said train durham alreadi coz reserv seat
1,hey boy want hot xxx pic sent direct 2 ur phone txt porn 69855 24hr free 50p per day stop text stopbcm sf wc1n3xx,140,33,4,hey boy want hot xxx pic sent direct 2 ur phone txt porn 69855 24hr free 50p per day stop text stopbcm sf wc1n3xx
0,u still paint ur wall,25,6,1,u still paint ur wall
1,last chanc claim ur worth discount voucher today text shop 85023 savamob offer mobil cs savamob pobox84 m263uz sub 16,154,34,7,last chanc claim ur worth discount voucher today text shop 85023 savamob offer mobil cs savamob pobox84 m263uz sub 16
0,printer cool mean groovi wine groovi,49,11,3,printer cool mean groovi wine groovi
0,hi harish rent transfr ur acnt,47,11,1,hi harish rent transfr ur acnt
0,anyth lor come,27,6,1,anyth lor come
0,cbe realli good nowaday lot shop showroom citi shape good,77,19,1,cbe realli good nowaday lot shop showroom citi shape good
0,ìï still attend da talk,28,6,1,ìï still attend da talk
0,prob hon u doinat mo,34,10,2,prob hon u doinat mo
0,k take care,22,7,1,k take care
0,take phone callon friday assum wo year,95,24,2,take phone callon friday assum wo year
0,batteri low babe,22,5,1,batteri low babe
0,shuhui bought ron present swatch watch,54,12,1,shuhui bought ron present swatch watch
0,yeah quit bit left swing tomorrow get,67,17,1,yeah quit bit left swing tomorrow get
0,babe said 2 hour almost 4 internet,73,18,2,babe said 2 hour almost 4 internet
0,k sure get noon see,56,15,1,k sure get noon see
0,k k yesterday cbe,32,10,1,k k yesterday cbe
0,went ganesh dress shop,25,5,1,went ganesh dress shop
1,doubl min 1000 txt orang tariff latest motorola sonyericsson nokia bluetooth free call mobileupd8 08000839402 yhl,163,29,3,doubl min 1000 txt orang tariff latest motorola sonyericsson nokia bluetooth free call mobileupd8 08000839402 yhl
0,ìï collect ur laptop go configur da set izzit,66,12,1,ìï collect ur laptop go configur da set izzit
0,r home come within 5 min,43,11,1,r home come within 5 min
0,aight 8 latest probabl closer jay tyler two trip,121,30,2,aight 8 latest probabl closer jay tyler two trip
0,come aftr lt decim gt clean hous,55,16,1,come aftr lt decim gt clean hou
1,ur current 500 pound maxim ur send cash 86688 cc 08718720201 po box,139,26,2,ur current 500 pound maxim ur send cash 86688 cc 08718720201 po box
0,bill letter expect one orang bill may still say orang,126,29,2,bill letter expect one orang bill may still say orang
0,tell pain de,27,8,1,tell pain de
0,hi darlin hope nice night wish come cant wait see love fran ps want dirti anal sex want 10 man gang bang,141,35,1,hi darlin hope nice night wish come cant wait see love fran ps want dirti anal sex want 10 man gang bang
0,ha know either clever simpl thing pear day perfect christma,111,25,3,ha know either clever simpl thing pear day perfect christma
0,helloooo wake full gud,125,44,2,helloooo wake full gud
0,alrit,6,1,1,alrit
0,must sit around wait summer day celebr magic sight world dress white oooooh let snow,142,30,3,must sit around wait summer day celebr magic sight world dress white oooooh let snow
1,urgent mobil number award prize guarante call 09058094454 land line claim valid 12hr,137,26,5,urgent mobil number award prize guarant call 09058094454 land line claim valid 12hr
0,guy go see movi side,46,12,1,guy go see movi side
0,sorri meet call later,32,8,1,sorri meet call later
0,tell think plu go stop run,89,23,2,tell think plu go stop run
0,kindli send one flat lt decim gt today,64,17,1,kindli send one flat lt decim gt today
1,sorri u unsubscrib yet mob offer packag min term 54 week pl resubmit request expiri repli themob help 4 info,148,32,4,sorri u unsubscrib yet mob offer packag min term 54 week pl resubmit request expiri repli themob help 4 info
0,noth lor bit bore dun u go home earli 2 sleep today,77,19,1,noth lor bit bore dun u go home earli 2 sleep today
0,time tell friend around,47,11,1,time tell friend around
0,ye fine love safe,42,13,4,ye fine love safe
0,thank chikku gud nyt,29,11,1,thank chikku gud nyt
0,xy ur car u pick,37,11,1,xy ur car u pick
0,thanx 4 time weåõv spent 2geva bin mint ur babi want u xxxx,86,23,2,thanx 4 time weåõv spent 2geva bin mint ur babi want u xxxx
0,yo way could pick someth tonight,47,11,1,yo way could pick someth tonight
0,sent send,33,11,2,sent send
0,fine simpli sit,23,5,1,fine simpli sit
0,tht god gift bird human hav natur gift frm god,67,15,1,tht god gift bird human hav natur gift frm god
0,come day class,32,8,1,come day class
0,im done studyn librari,31,7,2,im done studyn librari
0,ok u enjoy ur show,25,7,1,ok u enjoy ur show
0,anyth,11,2,1,anyth
0,wuld without babi thought alon mite break donåõt wan na go crazi everyboy need ladi xxxxxxxx,129,27,2,wuld without babi thought alon mite break donåõt wan na go crazi everyboy need ladi xxxxxxxx
0,wat dear sleep ah,33,9,2,wat dear sleep ah
0,hi test lt gt rd,30,13,1,hi test lt gt rd
0,2 student solv cat question lt gt lt gt lt gt tell answer u r brilliant got answr,183,56,2,2 student solv cat question lt gt lt gt lt gt tell answer u r brilliant got answr
0,yo know anyon lt gt otherwis abl buy liquor guy flake right get hold somebodi 4 loko night,156,40,2,yo know anyon lt gt otherwi abl buy liquor guy flake right get hold somebodi 4 loko night
0,yup n fren lor meet fren 730,47,14,2,yup n fren lor meet fren 730
0,yeah got one line us,32,9,1,yeah got one line us
0,stop wonder ever go stop tm whenev want mine laugh,137,33,2,stop wonder ever go stop tm whenev want mine laugh
0,lol yep yesterday alreadi got fireplac anoth icon sit,101,21,3,lol yep yesterday alreadi got fireplac anoth icon sit
0,hey book pilat yoga lesson alreadi haha,59,12,1,hey book pilat yoga lesson alreadi haha
0,happen behav like,43,9,1,happen behav like
1,1 new messag pleas call 08712400200,48,10,2,1 new messag plea call 08712400200
0,supervisor find 4 one lor thk student havent ask yet tell u aft ask,95,25,3,supervisor find 4 one lor thk student havent ask yet tell u aft ask
0,hello news job make wait fifth week yeah im woozl weasel exet still home 3,142,35,4,hello news job make wait fifth week yeah im woozl weasel exet still home 3
0,messag responc happend,38,9,1,messag responc happend
1,current messag await collect collect messag call 08718723815,100,17,2,current messag await collect collect messag call 08718723815
0,hey babe sorri get sooner gari come fix caus think know go far ptbo say cost lt gt buck know might cheaper find someon second hand machin right let know want babe,327,84,4,hey babe sorri get sooner gari come fix cau think know go far ptbo say cost lt gt buck know might cheaper find someon second hand machin right let know want babe
0,make 3 4 fuck sake x,29,10,3,make 3 4 fuck sake x
0,leav u alway ignor,36,9,2,leav u alway ignor
0,nope b go 2 sch fri quit earli lor co my si got paper da morn,87,24,1,nope b go 2 sch fri quit earli lor co si got paper da morn
0,bruce b down amp fletcher,35,9,1,bruce b amp fletcher
0,said would woke,62,17,2,said would woke
0,hey free call,32,9,1,hey free call
0,tell who pl,24,8,1,tell pl
1,urgent mobil award bonu caller prize final attempt 2 contact u call 08714714011,120,23,4,urgent mobil award bonu caller prize final attempt 2 contact u call 08714714011
0,think might give miss teach til twelv lectur two damn work thing,112,26,3,think might give miss teach til twelv lectur two damn work thing
0,id check like 1 bowl worth left,57,13,1,id check like 1 bowl worth left
0,ye mani sweet,26,5,1,ye mani sweet
0,would still cozi exhaust last went school work everyth close,110,23,3,would still cozi exhaust last went school work everyth close
1,u secret admir reveal think u r special call opt repli reveal stop per msg recd cust care 07821230901,147,32,6,u secret admir reveal think u r special call opt repli reveal stop per msg recd cust care 07821230901
0,buzzzz grin buzz ass buzz chest buzz cock keep phone vibrat feel shake,147,37,7,buzzzz grin buzz ass buzz chest buzz cock keep phone vibrat feel shake
0,sir send group mail check,32,8,1,sir send group mail check
0,da intro cover energi trend n pro n con brief descript nuclear fusion n oso brief histori iter n jet got abt 7 n half page,151,33,1,da intro cover energi trend n pro n con brief descript nuclear fusion n oso brief histori iter n jet got abt 7 n half page
0,nowher ikno doesdiscount,44,9,1,nowher ikno doesdiscount
0,dont know jabo abi,30,8,1,dont know jabo abi
1,ever notic drive anyon go slower idiot everyon drive faster maniac,135,28,1,ever notic drive anyon go slower idiot everyon drive faster maniac
0,yet ya sapna aunti maneg hogidh chinnu full weak swalpa black agidhan,94,19,1,yet ya sapna aunti maneg hogidh chinnu full weak swalpa black agidhan
0,good babi,28,9,2,good babi
0,neft transact refer number lt gt rs lt decim gt credit beneficiari account lt gt lt time gt lt gt,164,53,2,neft transact refer number lt gt rs lt decim gt credit beneficiari account lt gt lt time gt lt gt
0,mostli sport type lyk footbl crckt,38,9,1,mostli sport type lyk footbl crckt
0,head dey swell oh thank make day,46,11,2,head dey swell oh thank make day
0,u make fb list,23,6,1,u make fb list
0,height confid aeronaut professor wer calld amp wer askd 2 sit aeroplan aftr sat wer told dat plane ws made student dey hurri plane bt 1 didnt move said made student,269,61,4,height confid aeronaut professor wer calld amp wer askd 2 sit aeroplan aftr sat wer told dat plane ws made student dey hurri plane bt 1 didnt move said made student
0,sari need tim bollox hurt lot tol,65,18,1,sari need tim bollox hurt lot tol
0,happi new year princess,24,5,1,happi new year princess
0,text carlo let know hang,42,11,1,text carlo let know hang
0,worri easi ingredi,45,11,1,worri easi ingredi
0,love u 2 littl poci bell sorri love u,54,15,1,love u 2 littl poci bell sorri love u
0,ok omw castor,26,8,1,ok omw castor
0,yar lor keep rain non stop u wan 2 go elsewher,60,15,1,yar lor keep rain non stop u wan 2 go elsewh
1,xma offer latest motorola sonyericsson nokia free bluetooth dvd doubl min 1000 txt orang call mobileupd8 08000839402,159,29,4,xma offer latest motorola sonyericsson nokia free bluetooth dvd doubl min 1000 txt orang call mobileupd8 08000839402
0,u mean u almost done done wif sleep tot u go take nap yup send liao pick ard 4 smth lor,141,38,3,u mean u almost done done wif sleep tot u go take nap yup send liao pick ard 4 smth lor
0,7 wonder world 7th 6th ur style 5th ur smile 4th ur person 3rd ur natur 2nd ur sm 1st love good morn dear,153,33,1,7 wonder world 7th 6th ur style 5th ur smile 4th ur person 3rd ur natur 2nd ur sm 1st love good morn dear
0,tonight yeah,35,10,2,tonight yeah
0,eat fo lunch senor,32,7,1,eat fo lunch senor
0,said right giggl saw u would possibl first person2di nvq think much could,143,32,2,said right giggl saw u would possibl first person2di nvq think much could
0,break time one come n get stuff fr,60,17,2,break time one come n get stuff fr
1,repli win weekli profession sport tiger wood play send stop 87239 end servic,107,21,3,repli win weekli profess sport tiger wood play send stop 87239 end servic
0,see ca see mayb reboot ym seen buzz,96,26,3,see ca see mayb reboot ym seen buzz
0,still grinder,30,7,1,still grinder
1,1 polyphon tone 4 ur mob everi week txt pt2 87575 1st tone free get txtin tell ur friend 16 repli hl 4info,147,35,6,1 polyphon tone 4 ur mob everi week txt pt2 87575 1st tone free get txtin tell ur friend 16 repli hl 4info
0,love decis feel could decid love life would much simpler less magic,126,31,2,love deci feel could decid love life would much simpler less magic
1,hot live fantasi call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 nation rate call,122,25,1,hot live fantasi call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 nation rate call
0,see k,41,15,2,see k
0,list buyer,30,9,1,list buyer
0,idea guess work hour suppos leav sinc usual nobodi interest figur shit last second,157,33,1,idea guess work hour suppo leav sinc usual nobodi interest figur shit last second
0,mm entir sure understood text hey ho weekend,71,16,3,mm entir sure understood text hey ho weekend
0,releas vday shirt u put make bottom half nake instead white underwear,112,22,1,relea vday shirt u put make bottom half nake instead white underwear
0,know watch film comput,43,10,1,know watch film comput
0,b4 thursday,14,3,1,b4 thursday
0,oh phone phone disconnect,49,10,1,oh phone phone disconnect
0,id onluy matter get offcampu,47,8,1,id onluy matter get offcampu
1,messag free welcom new improv sex dog club unsubscrib servic repli stop msg 150p,134,28,4,messag free welcom new improv sex dog club unsubscrib servic repli stop msg 150p
0,excel see riley plan,42,10,1,excel see riley plan
0,see half hour,26,7,1,see half hour
1,tkt euro2004 cup final cash collect call 09058099801 b4190604 pobox 7876150ppm,111,21,1,tkt euro2004 cup final cash collect call 09058099801 b4190604 pobox 7876150ppm
0,ew one,23,7,1,ew one
0,also hi wesley,30,7,1,also hi wesley
0,ah see lingo let know wot earth finish make,108,28,3,ah see lingo let know wot earth finish make
